#Time of request completion (in ms after experiment start), Session ID, Time taken to open connection with server (ms), Time taken to receive first byte of reply (ms), Time taken to receive last byte of reply (ms), number of concurrent sessions in the system, size of response (bytes) 
191759.968,60,-1.0,154.1,7.6,127,13568
192005.973,90,-1.0,192.8,8.0,127,13739
192296.997,132,-1.0,86.8,0.0,127,1909
192147.985,153,-1.0,272.8,0.0,127,2415
192356.989,129,-1.0,93.8,0.0,127,1909
192547.000,168,-1.0,172.3,21.8,127,11914
193569.052,131,-1.0,62.6,0.0,127,1909
193959.065,169,-1.0,209.7,22.3,127,11914
193993.070,107,-1.0,292.9,0.0,127,2336
194639.102,19,-1.0,221.1,0.0,127,785
194954.117,139,-1.0,65.1,0.0,126,1909
195449.139,25,-1.0,136.6,25.4,126,10866
195452.138,160,-1.0,287.2,0.0,126,785
195612.148,38,-1.0,224.6,24.5,126,13739
195853.162,163,-1.0,257.2,0.0,126,785
196096.174,6,-1.0,160.5,7.5,126,13713
196331.180,170,-1.0,213.7,0.0,126,785
197160.219,118,-1.0,106.4,6.3,127,10866
197190.217,178,30.4,139.2,6.9,127,10972
197767.247,179,23.3,128.3,10.8,128,10972
197863.247,155,-1.0,211.9,10.6,128,13739
198041.261,145,-1.0,78.7,0.0,128,1909
198300.269,162,-1.0,235.9,0.0,128,785
198468.281,134,-1.0,72.8,0.0,128,1909
198594.284,133,-1.0,170.9,6.8,128,11914
198876.299,45,-1.0,151.3,16.3,128,10866
198842.294,44,-1.0,272.9,0.0,128,789
198974.301,117,-1.0,235.1,21.8,128,13739
199465.324,96,-1.0,63.1,0.0,128,1909
199704.338,154,-1.0,63.9,0.0,128,1909
199953.345,156,-1.0,320.9,0.0,129,785
200071.355,180,39.3,140.7,24.0,129,10972
200249.367,158,-1.0,271.0,0.0,129,1083
200388.378,123,-1.0,227.0,7.7,129,13739
200612.385,102,-1.0,289.9,19.3,129,13739
200852.388,135,-1.0,112.5,0.0,129,1909
200821.390,111,-1.0,246.7,0.0,129,807
201293.412,73,-1.0,70.2,0.0,129,1909
201322.419,3,-1.0,184.7,6.7,129,11914
201521.430,181,39.2,212.9,17.6,131,10972
201511.447,174,-1.0,292.5,0.0,131,785
201626.427,182,34.6,181.6,18.4,131,10972
202557.475,183,33.2,155.2,8.9,132,10972
202554.468,113,-1.0,227.2,7.6,132,13739
202940.483,175,-1.0,103.1,0.0,132,1909
202895.484,59,-1.0,262.6,23.5,132,13739
202991.489,149,-1.0,189.8,6.0,132,10866
203000.492,50,-1.0,224.7,26.0,132,13695
203390.504,184,30.1,115.1,25.3,133,10972
204298.550,63,-1.0,74.1,0.0,133,1909
204312.557,100,-1.0,112.1,6.1,133,10866
204645.567,176,-1.0,174.7,6.9,133,11914
205051.583,185,29.0,144.6,7.2,134,10972
205077.583,11,-1.0,267.0,0.0,134,785
205830.631,24,-1.0,310.0,0.0,133,793
205828.624,130,-1.0,329.2,0.0,133,789
206193.646,186,27.0,359.1,49.2,135,10972
206136.637,68,-1.0,547.5,0.0,135,785
206169.638,71,-1.0,542.8,0.0,135,2377
206296.656,177,-1.0,403.6,21.1,135,13739
206492.659,188,128.3,148.0,22.4,135,10972
206284.653,187,276.3,290.2,19.9,135,10972
206793.675,115,-1.0,410.2,0.0,137,2401
206451.649,129,-1.0,788.8,0.0,137,785
206834.675,164,-1.0,254.1,182.3,137,10866
206982.674,137,-1.0,354.5,0.0,137,785
207066.679,189,104.0,206.8,7.3,136,10972
207129.686,190,101.0,225.2,7.0,136,10972
207537.704,136,-1.0,235.3,0.0,136,2584
207810.715,167,-1.0,184.2,7.7,136,13739
208002.777,126,-1.0,63.7,0.0,136,1909
208536.748,26,-1.0,129.4,18.8,138,10866
208552.749,191,19.3,146.5,22.6,138,10972
208645.759,192,54.9,122.9,6.8,138,10972
208921.767,142,-1.0,97.7,6.1,138,10866
209192.776,169,-1.0,63.7,0.0,138,1909
209265.781,6,-1.0,275.5,0.0,138,785
209273.787,118,-1.0,342.4,0.0,138,785
209896.818,150,-1.0,223.3,0.0,137,1083
209862.816,38,-1.0,363.0,0.0,137,2456
209818.809,82,-1.0,422.7,0.0,136,2452
210086.825,155,-1.0,294.6,0.0,136,785
210384.835,132,-1.0,185.1,11.7,135,13728
210367.843,178,-1.0,318.9,0.0,135,785
210740.855,160,-1.0,98.5,6.4,135,10866
210898.862,127,-1.0,245.7,0.0,135,803
210902.864,140,-1.0,240.5,17.7,135,11914
211267.873,74,-1.0,254.4,0.0,135,785
211545.893,170,-1.0,98.9,6.1,134,10866
211742.895,168,-1.0,76.7,0.0,134,1909
211768.909,154,-1.0,306.5,0.0,134,785
211902.905,87,-1.0,218.0,20.5,133,13739
212122.923,99,-1.0,98.2,0.0,133,1909
212139.916,147,-1.0,124.1,0.0,134,1909
212087.924,32,-1.0,343.8,7.8,134,13483
212244.934,193,45.7,124.2,26.2,133,10972
212728.946,161,-1.0,338.1,24.2,134,13739
212174.930,18,-1.0,909.4,16.9,134,9000
212871.963,194,38.8,232.1,7.9,134,10972
212801.950,15,-1.0,410.4,0.0,134,2503
213111.964,163,-1.0,167.1,22.0,134,10866
213231.966,117,-1.0,231.1,0.0,135,2523
213447.974,195,32.6,133.6,6.4,135,10972
214030.002,196,30.6,149.7,20.7,136,10972
214287.016,107,-1.0,236.9,0.0,136,2326
214773.039,133,-1.0,78.6,0.0,136,1909
214624.029,123,-1.0,239.7,0.0,135,2445
215365.066,73,-1.0,150.2,7.6,135,13544
215543.076,197,17.5,115.9,6.5,136,10972
215862.089,182,-1.0,185.0,7.8,136,13739
216116.105,44,-1.0,203.4,0.0,136,803
216374.117,63,-1.0,137.5,19.5,136,13781
216556.125,51,-1.0,175.3,6.8,136,11914
216966.140,135,-1.0,179.2,7.7,136,13538
217021.152,139,-1.0,205.2,24.8,136,13538
217045.145,175,-1.0,213.6,22.3,136,13764
217537.172,198,33.4,126.2,24.3,137,10972
217676.183,48,-1.0,202.9,22.1,138,11914
217781.183,199,20.4,120.7,6.9,138,10972
218521.217,158,-1.0,64.5,0.0,138,1909
218685.225,68,-1.0,212.4,0.0,138,803
218921.239,57,-1.0,125.0,6.2,138,10866
218790.231,113,-1.0,311.2,0.0,138,2481
219457.261,70,-1.0,142.6,21.2,138,13728
219634.269,200,26.3,119.1,21.3,140,10972
219759.279,201,51.4,131.3,19.4,140,10972
219792.282,188,-1.0,253.7,0.0,140,789
220303.303,202,18.1,137.0,22.8,142,10972
220415.307,203,55.6,151.6,7.4,142,10972
220069.284,111,-1.0,707.3,24.7,143,9023
220713.321,71,-1.0,102.5,0.0,143,1909
220657.322,204,33.3,193.7,6.8,143,10972
220633.312,131,-1.0,273.8,24.0,143,13713
221074.338,159,-1.0,185.9,21.1,142,13739
221275.353,156,-1.0,127.9,18.0,142,10866
221276.344,180,-1.0,215.1,19.7,142,11914
221542.354,134,-1.0,148.9,7.7,142,13695
221742.368,191,-1.0,264.2,0.0,142,785
221872.373,187,-1.0,203.5,25.2,142,11914
222464.399,190,-1.0,272.3,0.0,142,785
222525.413,143,-1.0,218.0,17.9,142,13739
222792.414,181,-1.0,224.9,0.0,142,785
223121.431,150,-1.0,88.5,0.0,142,1909
223003.432,167,-1.0,312.8,0.0,142,2553
223242.439,82,-1.0,96.7,0.0,142,1909
223067.426,126,-1.0,252.4,21.6,142,13742
223690.457,205,20.1,113.0,7.1,143,10972
224205.479,115,-1.0,98.2,0.0,144,1909
224222.491,99,-1.0,192.1,27.0,145,13431
224269.483,206,51.2,182.5,19.7,144,10972
224309.483,207,31.2,176.1,24.2,144,10972
224820.510,168,-1.0,269.8,0.0,145,785
224929.520,208,21.4,148.9,6.7,145,10972
225213.525,15,-1.0,63.0,0.0,145,1909
225395.538,209,25.0,115.6,9.3,146,10972
225515.550,3,-1.0,82.1,0.0,146,1909
225582.541,132,-1.0,129.5,19.2,146,10866
225607.546,146,-1.0,212.5,21.2,146,13739
225931.558,179,-1.0,300.4,0.0,146,785
226045.571,45,-1.0,260.6,8.3,146,13739
226348.585,62,-1.0,132.9,0.0,146,1909
226524.585,107,-1.0,83.2,0.0,146,1909
226145.575,127,-1.0,735.1,5.4,146,9051
227442.628,193,-1.0,172.2,6.8,146,11914
227814.646,210,26.0,116.4,7.4,147,10972
227923.666,60,-1.0,107.5,6.0,147,10866
228530.681,96,-1.0,150.8,7.5,147,13544
228769.692,211,20.9,147.0,6.7,148,10972
228846.702,212,39.3,198.7,6.3,149,10972
228816.694,173,-1.0,299.3,25.5,149,13739
228949.706,17,-1.0,327.1,0.0,149,2424
229070.716,213,99.9,185.3,25.2,149,10972
229281.724,175,-1.0,247.8,0.0,149,2305
229531.730,63,-1.0,289.1,0.0,150,2648
229739.736,51,-1.0,104.1,0.0,150,1909
229902.757,48,-1.0,135.9,0.0,150,1909
229683.742,197,-1.0,421.2,0.0,151,785
229747.739,214,123.0,218.0,24.5,151,10972
229657.735,65,-1.0,457.9,6.9,151,11914
230095.759,215,35.1,162.8,18.7,151,10972
230141.759,24,-1.0,158.7,16.2,151,10866
230153.763,135,-1.0,334.5,0.0,151,2596
230670.785,83,-1.0,63.6,0.0,151,1909
230756.784,183,-1.0,250.6,0.0,152,789
230885.797,216,24.9,131.6,18.8,152,10972
231151.807,194,-1.0,174.8,6.9,152,11914
231828.835,176,-1.0,83.0,0.0,152,1909
231831.842,192,-1.0,287.2,0.0,152,785
231954.848,165,-1.0,207.5,6.8,153,11914
232132.855,217,27.8,237.5,22.7,153,10972
232102.857,18,-1.0,458.4,0.0,153,2998
232438.862,157,-1.0,123.2,5.7,153,10866
232621.872,70,-1.0,322.8,0.0,153,2662
232686.885,26,-1.0,376.7,0.0,154,789
232754.878,138,-1.0,363.9,0.0,154,785
232946.890,218,34.1,191.3,8.2,154,10972
233102.903,113,-1.0,262.7,0.0,154,785
233833.937,219,20.6,143.8,22.7,154,10972
233801.929,200,-1.0,298.7,0.0,154,785
234168.946,220,31.7,190.5,20.1,156,10972
234177.952,221,32.7,295.1,6.4,156,10972
234265.959,147,-1.0,282.6,7.8,156,13554
234252.959,139,-1.0,339.9,0.0,156,785
234563.973,222,36.6,249.6,6.6,156,10972
234687.978,178,-1.0,155.3,38.5,156,10866
234523.969,73,-1.0,379.0,0.0,156,785
234843.988,223,37.0,117.3,6.5,155,10972
235044.988,94,-1.0,227.4,19.2,156,13739
235101.991,187,-1.0,289.7,0.0,156,2562
235261.008,224,39.6,132.3,6.6,156,10972
235563.011,184,-1.0,61.6,0.0,156,1416
235587.014,158,-1.0,264.3,0.0,156,785
236027.033,142,-1.0,191.3,7.8,155,13739
236143.038,87,-1.0,255.4,0.0,154,2715
236305.048,115,-1.0,167.6,7.6,154,13637
236843.072,225,27.5,152.4,10.8,156,10972
236872.083,226,39.6,175.2,24.2,156,10972
236889.073,152,-1.0,350.5,0.0,156,2325
237106.091,77,-1.0,243.7,0.0,155,785
237405.097,81,-1.0,265.6,0.0,155,785
237538.105,162,-1.0,280.0,0.0,154,807
237622.110,195,-1.0,264.2,9.0,154,13739
237738.114,190,-1.0,165.5,6.3,154,10866
237865.115,123,-1.0,104.8,0.0,154,1909
238282.141,159,-1.0,242.5,0.0,154,785
238512.154,180,-1.0,355.7,0.0,153,2559
238631.163,203,-1.0,403.0,26.9,153,13739
238542.149,207,-1.0,585.9,6.3,153,13739
238722.167,198,-1.0,396.2,22.9,153,13739
238892.163,204,-1.0,312.6,26.5,153,13739
238803.167,111,-1.0,518.1,0.0,153,785
239372.186,227,28.4,108.8,7.0,153,10972
239609.203,107,-1.0,114.3,0.0,153,1513
239631.209,186,-1.0,212.4,7.1,153,11914
239783.206,27,-1.0,110.2,6.1,153,10866
240303.235,163,-1.0,178.5,7.7,153,13739
240524.244,206,-1.0,213.7,24.7,154,11914
240546.242,209,-1.0,277.1,18.1,154,13739
240753.252,228,27.4,130.7,6.2,154,10972
241038.270,60,-1.0,174.8,6.7,154,11914
241278.278,17,-1.0,121.9,20.8,154,10866
241233.277,179,-1.0,267.5,0.0,154,785
241887.305,127,-1.0,102.4,6.4,153,11076
241963.316,201,-1.0,268.5,0.0,153,785
242114.328,214,-1.0,207.8,19.0,153,13739
242340.331,82,-1.0,181.8,7.5,153,13587
242277.334,15,-1.0,283.5,20.6,152,13728
242321.325,44,-1.0,276.0,0.0,151,1909
242382.327,213,-1.0,252.6,26.2,151,11914
243123.366,65,-1.0,104.1,0.0,152,1909
243056.360,229,34.2,147.1,6.7,152,10972
243253.370,50,-1.0,253.3,0.0,152,2472
244062.413,216,-1.0,225.7,8.0,152,13739
244056.408,182,-1.0,287.6,0.0,152,2547
244482.432,62,-1.0,149.1,7.4,152,13470
244832.445,205,-1.0,170.2,7.0,151,11914
245009.007,183,-1.0,109.5,22.9,151,10866
245039.457,48,-1.0,189.8,8.1,151,13798
245122.469,145,-1.0,169.1,7.6,151,13631
245317.470,24,-1.0,188.0,8.3,152,13739
245479.473,230,41.1,131.9,18.8,152,10972
245568.475,157,-1.0,253.5,0.0,152,785
245732.485,132,-1.0,282.1,0.0,153,789
245938.503,231,22.5,405.7,43.2,153,10972
246092.506,212,-1.0,342.4,26.8,153,13739
246106.517,197,-1.0,336.3,19.0,153,10866
246142.517,173,-1.0,339.3,0.0,153,2381
245894.491,33,-1.0,559.3,44.1,152,13739
246165.507,232,255.4,159.3,6.6,152,10972
246945.547,70,-1.0,63.9,0.0,152,1909
247152.551,233,19.5,135.6,7.9,152,10972
247093.548,161,-1.0,272.2,0.0,152,2543
247380.565,234,30.0,113.1,7.0,153,10972
247623.576,193,-1.0,67.8,0.0,153,1909
247822.589,63,-1.0,80.2,0.0,153,1909
247806.581,174,-1.0,263.6,0.0,153,803
247913.589,176,-1.0,216.0,21.6,153,13475
247930.596,199,-1.0,356.6,0.0,153,785
248233.602,196,-1.0,197.5,20.0,153,13739
248897.637,235,22.9,115.2,8.8,154,10972
249018.650,181,-1.0,208.5,0.0,154,811
249184.656,59,-1.0,271.4,0.0,154,2449
249292.656,94,-1.0,335.8,0.0,155,2550
249412.658,220,-1.0,290.5,7.8,156,13739
249557.671,236,33.2,146.6,6.2,156,10972
249700.681,237,49.9,108.6,6.6,156,10972
249891.678,238,28.9,124.2,7.0,157,10972
250206.698,239,23.9,113.6,7.1,158,10972
250562.714,18,-1.0,63.2,0.0,158,1909
251422.756,217,-1.0,209.0,19.3,158,11914
251440.761,224,-1.0,235.8,24.5,158,11914
251945.777,151,-1.0,247.8,17.7,158,11914
252022.781,219,-1.0,337.2,21.4,158,11914
252034.793,225,-1.0,451.3,0.0,158,785
252258.791,169,-1.0,262.0,20.6,158,13590
252142.799,116,-1.0,523.1,0.0,159,2582
252181.801,218,-1.0,474.0,25.4,159,11914
252619.810,240,70.8,113.4,7.0,159,10972
252842.819,146,-1.0,440.4,0.0,161,2626
253119.832,138,-1.0,215.8,25.7,161,10866
252857.828,222,-1.0,802.0,21.3,161,11914
252869.415,180,-1.0,1200.4,0.0,162,1909
253091.828,168,-1.0,1018.0,0.0,162,785
253232.840,204,-1.0,890.4,0.0,162,2648
253107.830,208,-1.0,953.9,65.3,162,11914
253490.851,163,-1.0,672.0,0.0,162,2331
252755.827,41,-1.0,1379.6,71.1,162,9001
253047.832,188,-1.0,1169.1,0.0,162,803
253744.876,243,65.8,468.9,37.2,162,10972
252854.820,242,1096.1,390.0,31.0,162,10972
252853.820,241,1106.9,472.2,18.9,162,10972
254220.893,60,-1.0,312.3,0.0,162,1909
254062.040,203,-1.0,496.9,0.0,162,2582
254135.891,207,-1.0,487.3,0.0,163,2654
254571.898,244,28.9,124.9,25.3,163,10972
254889.913,245,30.6,116.5,24.0,165,10972
255034.933,246,35.6,111.2,7.1,165,10972
255724.956,107,-1.0,92.9,6.1,165,10866
256232.975,201,-1.0,93.8,6.1,165,10866
256482.992,202,-1.0,171.2,6.8,165,11914
256776.000,136,-1.0,63.4,0.0,165,1909
256978.010,247,22.6,115.1,6.8,166,10972
257662.042,213,-1.0,63.0,0.0,166,1909
257911.055,190,-1.0,174.0,7.4,167,11914
258058.064,248,33.5,118.3,6.5,167,10972
258852.096,186,-1.0,247.7,0.0,167,2612
259065.108,26,-1.0,266.7,0.0,167,762
259113.111,226,-1.0,237.6,7.6,167,13739
259599.135,249,31.4,120.3,10.4,169,10972
259732.137,250,38.5,120.8,7.2,169,10972
259823.144,157,-1.0,109.8,6.6,169,10866
260102.156,200,-1.0,113.5,6.4,170,10866
260128.164,251,22.6,120.5,6.9,170,10972
260434.173,100,-1.0,273.3,0.0,170,785
260463.182,212,-1.0,336.1,0.0,169,2338
260598.185,44,-1.0,216.4,8.0,169,13804
260843.190,209,-1.0,301.5,0.0,169,2509
261009.210,191,-1.0,326.8,0.0,169,803
261300.216,145,-1.0,299.6,0.0,169,2490
260820.214,162,-1.0,828.5,5.4,169,9022
261971.244,123,-1.0,158.3,10.5,170,13475
262105.248,252,45.3,109.1,6.7,169,10972
262490.271,135,-1.0,169.2,21.7,170,10866
262621.275,253,39.3,203.2,6.5,170,10972
262452.267,196,-1.0,523.2,0.0,170,2397
262515.269,24,-1.0,476.1,0.0,169,2654
262499.268,33,-1.0,500.3,0.0,169,2599
263045.293,235,-1.0,60.2,0.0,169,1416
263152.302,176,-1.0,162.0,6.3,170,10866
263125.301,254,25.3,214.3,16.4,170,10972
263367.317,161,-1.0,325.3,0.0,170,785
263071.297,174,-1.0,763.6,16.1,170,9045
264036.341,95,-1.0,272.3,0.0,170,2314
264142.349,183,-1.0,259.1,0.0,170,789
264463.360,197,-1.0,247.9,0.0,170,785
264518.373,227,-1.0,223.0,19.8,170,11914
265212.398,150,-1.0,182.7,23.2,170,13817
265345.412,182,-1.0,131.1,0.0,170,1909
265318.405,171,-1.0,270.5,22.3,170,11914
265297.403,216,-1.0,358.5,0.0,170,789
265702.416,224,-1.0,226.1,0.0,169,2712
265897.435,195,-1.0,234.8,0.0,168,2326
266212.444,151,-1.0,63.8,0.0,168,1909
266373.454,242,-1.0,205.9,22.3,168,13739
266503.454,255,27.1,154.9,15.4,168,10972
266848.471,160,-1.0,191.9,20.7,168,13739
266946.481,211,-1.0,215.3,19.3,167,11914
267189.489,246,-1.0,172.1,6.9,167,11914
267487.505,225,-1.0,106.5,8.5,167,10866
267530.513,20,-1.0,375.8,9.7,168,13739
267626.516,184,-1.0,305.0,19.7,168,10866
267560.508,203,-1.0,411.9,0.0,169,785
267588.515,232,-1.0,409.2,23.6,169,13739
267912.536,256,98.7,132.9,16.9,169,10972
267959.532,257,71.4,137.5,22.6,169,10972
268382.544,219,-1.0,65.0,0.0,169,1909
268768.565,172,-1.0,181.4,7.6,169,13739
269457.594,59,-1.0,64.4,0.0,169,1909
269966.621,210,-1.0,186.6,7.6,169,13739
270400.798,87,-1.0,108.8,0.0,170,1909
270286.637,258,34.0,177.5,23.4,169,10972
270218.627,188,-1.0,677.4,5.4,169,9037
271121.676,192,-1.0,96.4,6.2,168,10866
271352.681,239,-1.0,228.4,20.5,168,13739
271422.695,17,-1.0,265.2,23.5,168,11914
271482.694,115,-1.0,317.6,0.0,168,2505
271846.709,51,-1.0,158.5,8.4,168,13682
271991.721,141,-1.0,320.6,0.0,169,2348
272300.739,259,29.9,124.2,6.7,168,10972
272652.745,217,-1.0,259.3,0.0,168,2635
272763.749,143,-1.0,362.4,0.0,167,2276
272823.762,44,-1.0,364.7,0.0,167,2432
272925.761,102,-1.0,341.4,0.0,167,2563
273288.779,199,-1.0,196.0,16.4,169,10866
273311.005,261,49.8,192.0,18.4,169,10972
273279.774,260,30.9,256.6,24.3,169,10972
273359.780,226,-1.0,354.8,0.0,169,2666
273901.804,27,-1.0,314.0,25.4,169,13739
273940.807,157,-1.0,293.4,17.0,169,11914
273919.806,228,-1.0,358.7,22.9,169,13739
274238.836,48,-1.0,267.3,0.0,169,2660
274286.091,146,-1.0,353.4,0.0,169,789
274800.842,212,-1.0,85.2,0.0,169,1909
274692.842,193,-1.0,219.2,19.1,169,13558
274654.838,162,-1.0,358.8,0.0,168,2998
275166.859,262,33.7,180.3,6.9,169,10972
275335.871,194,-1.0,93.7,0.0,169,1909
275278.866,251,-1.0,298.7,0.0,169,785
275825.893,107,-1.0,216.0,6.8,170,11914
275887.905,263,22.7,175.7,6.7,170,10972
275904.897,63,-1.0,232.1,24.3,170,13455
276899.939,250,-1.0,175.3,6.6,170,11914
277110.951,168,-1.0,137.1,7.2,170,10866
277123.962,247,-1.0,310.5,0.0,170,785
277217.960,248,-1.0,233.0,20.2,170,11914
277992.992,24,-1.0,75.8,0.0,170,1909
277834.990,67,-1.0,241.1,0.0,170,2600
278229.004,181,-1.0,639.2,5.3,170,9050
279453.073,241,-1.0,92.4,0.0,171,1416
279359.061,264,25.2,215.3,7.0,171,10972
279612.074,171,-1.0,186.2,0.0,171,1909
279702.077,255,-1.0,266.2,22.9,171,11914
279726.079,213,-1.0,305.7,8.1,171,13689
279753.091,244,-1.0,376.5,21.6,171,13739
279337.060,191,-1.0,901.5,22.7,171,9051
280310.109,95,-1.0,78.7,0.0,171,1909
280144.097,198,-1.0,347.0,0.0,171,2457
280348.104,265,33.5,154.6,24.8,171,10972
280533.117,234,-1.0,65.6,0.0,171,1909
280648.119,266,32.4,107.1,6.9,172,10972
281182.146,211,-1.0,75.8,0.0,173,1909
281162.139,256,-1.0,237.3,32.1,174,11914
281220.149,267,40.9,195.8,24.2,174,10972
281351.153,268,29.5,127.7,22.6,174,10972
281630.164,94,-1.0,85.0,0.0,174,1909
281603.162,242,-1.0,249.6,0.0,173,2364
282125.189,204,-1.0,63.8,0.0,173,1909
282369.201,246,-1.0,99.0,0.0,174,1909
282268.190,252,-1.0,206.7,26.3,174,13739
282452.206,269,38.4,186.8,6.7,174,10972
282523.205,59,-1.0,169.3,20.1,174,10866
282484.200,46,-1.0,221.7,7.1,174,9287
282628.216,18,-1.0,133.2,19.6,173,11072
282973.229,203,-1.0,95.6,15.0,173,10866
283164.239,163,-1.0,64.0,0.0,173,1909
283449.250,219,-1.0,148.5,7.8,173,13691
284042.273,270,18.3,118.7,6.7,174,10972
284663.308,202,-1.0,63.3,0.0,174,1909
284763.309,249,-1.0,61.9,0.0,173,1909
285208.329,41,-1.0,198.9,0.0,173,789
285412.339,231,-1.0,63.7,0.0,172,1909
285505.344,271,35.2,100.6,7.3,173,10972
285683.352,218,-1.0,280.0,0.0,174,789
285898.377,272,22.2,120.9,7.2,173,10972
286146.377,209,-1.0,62.6,0.0,173,1909
286252.379,157,-1.0,75.2,0.0,173,1909
286268.386,102,-1.0,83.6,0.0,173,1909
286333.388,26,-1.0,633.3,6.5,173,8971
287242.423,27,-1.0,236.7,0.0,173,2648
287715.446,226,-1.0,63.8,0.0,173,1909
287883.459,273,27.1,118.1,9.7,174,10972
287947.461,274,43.2,123.6,8.3,175,10972
288057.471,275,23.1,122.5,17.9,175,10972
288389.481,189,-1.0,180.6,7.6,175,13739
288871.504,276,29.1,122.4,7.1,176,10972
289127.517,143,-1.0,262.8,0.0,176,785
289327.527,36,-1.0,116.1,17.5,176,10866
289472.533,248,-1.0,64.4,0.0,176,1909
289572.539,261,-1.0,240.0,7.8,177,13739
289685.540,277,36.1,144.4,25.1,177,10972
289603.543,225,-1.0,284.1,23.4,177,11914
290094.557,263,-1.0,179.1,12.4,177,11914
290230.576,65,-1.0,166.9,8.2,177,13735
290478.578,182,-1.0,151.9,9.4,176,13742
290820.596,278,30.0,114.5,7.2,177,10972
291001.604,33,-1.0,64.5,0.0,177,1909
291626.631,279,39.1,222.9,9.5,178,10972
291607.637,264,-1.0,281.6,9.1,178,11914
291602.631,239,-1.0,347.2,0.0,178,2419
291884.647,178,-1.0,370.1,26.3,179,11914
292063.659,245,-1.0,280.0,17.4,179,11914
292192.660,257,-1.0,496.6,21.9,179,13739
292014.654,51,-1.0,709.2,0.0,180,2643
292117.657,280,63.0,521.2,28.0,180,10972
292389.674,95,-1.0,394.4,17.3,180,13631
292302.669,228,-1.0,525.4,0.0,180,2609
292256.676,168,-1.0,679.5,0.0,179,785
292711.678,281,79.8,173.6,6.7,179,10972
292992.694,255,-1.0,64.5,0.0,179,1909
293128.705,282,31.9,111.9,18.5,180,10972
293317.711,233,-1.0,179.8,7.5,180,13739
293712.728,17,-1.0,63.0,0.0,180,1909
294049.746,107,-1.0,81.1,0.0,180,1909
294040.743,213,-1.0,265.3,0.0,180,2684
294344.766,126,-1.0,139.6,10.6,180,10866
294343.759,214,-1.0,281.8,0.0,180,2353
294765.778,206,-1.0,91.5,0.0,180,1909
294762.775,227,-1.0,95.6,0.0,180,1909
295162.796,63,-1.0,247.5,0.0,180,785
295322.802,176,-1.0,232.6,10.3,180,11914
295383.810,254,-1.0,261.6,0.0,180,785
295801.823,115,-1.0,75.0,0.0,180,1909
295686.824,42,-1.0,288.7,0.0,180,789
295917.835,20,-1.0,235.3,0.0,180,2626
296189.841,204,-1.0,157.4,24.0,181,13639
296237.857,283,32.7,122.4,18.0,181,10972
296546.862,241,-1.0,230.4,0.0,185,1083
296802.875,22,-1.0,343.3,0.0,186,1909
296625.867,207,-1.0,529.0,0.0,186,1909
296537.861,31,-1.0,709.0,0.0,186,2334
296592.075,285,58.6,510.7,114.0,186,10972
296592.890,260,-1.0,576.2,109.7,186,11914
297077.889,67,-1.0,544.2,0.0,186,1909
296584.864,284,295.8,714.1,42.7,186,10972
297007.888,223,-1.0,604.0,28.0,186,11914
296737.868,287,323.0,567.6,12.0,186,10972
297101.899,186,-1.0,544.4,0.0,186,1909
296624.870,286,445.9,555.4,25.4,186,10972
297076.904,288,34.8,524.8,25.0,186,10972
297258.913,211,-1.0,517.7,24.6,186,13686
298084.932,203,-1.0,224.1,0.0,185,785
299034.978,289,37.4,178.0,6.7,186,10972
299049.974,272,-1.0,343.0,8.3,187,11914
299022.978,232,-1.0,410.2,0.0,187,793
299329.004,290,32.8,161.2,18.2,187,10972
299162.984,210,-1.0,449.8,0.0,187,2403
299532.009,268,-1.0,253.0,0.0,187,785
300039.021,273,-1.0,178.0,6.7,187,11914
300617.059,25,-1.0,82.8,0.0,188,1909
300543.044,291,27.5,134.7,6.9,188,10972
300742.066,292,19.2,133.2,16.5,189,10972
300714.057,59,-1.0,306.8,0.0,189,785
301222.083,275,-1.0,187.2,14.9,189,13739
301391.089,143,-1.0,129.6,32.8,189,10866
301463.089,259,-1.0,228.0,6.9,189,11914
301516.090,221,-1.0,213.7,21.4,189,11914
301814.110,240,-1.0,207.0,20.0,189,11914
301821.109,261,-1.0,262.8,0.0,189,2511
302194.124,293,26.4,117.7,23.0,191,10972
302290.141,294,30.5,116.9,23.4,191,10972
302567.144,295,23.4,103.0,7.4,192,10972
302713.149,197,-1.0,98.8,6.2,192,10866
302892.161,277,-1.0,180.8,7.8,192,13739
303353.182,102,-1.0,214.2,24.0,192,13728
303364.185,138,-1.0,303.4,0.0,192,785
303502.182,252,-1.0,294.3,0.0,191,2287
304001.216,296,39.5,132.2,18.1,192,10972
303875.201,181,-1.0,328.1,0.0,192,2998
304226.217,192,-1.0,216.8,0.0,192,785
304431.241,194,-1.0,143.1,17.1,191,10866
304503.230,199,-1.0,259.9,18.0,191,13739
304462.229,36,-1.0,333.6,0.0,191,785
304953.256,184,-1.0,292.0,0.0,190,789
304974.263,26,-1.0,278.4,0.0,190,789
305362.270,245,-1.0,65.3,0.0,190,1909
305477.276,231,-1.0,117.0,5.4,190,9287
305731.296,280,-1.0,76.3,0.0,190,1909
305607.284,219,-1.0,311.6,0.0,190,789
306072.304,180,-1.0,217.1,0.0,189,785
306329.319,157,-1.0,179.1,22.8,190,12690
306332.325,297,30.7,217.3,6.6,191,10972
306335.329,201,-1.0,309.0,27.0,191,13739
306496.325,298,44.4,157.5,8.7,191,10972
306564.333,299,116.3,215.3,25.1,192,10972
